OBJECTID,NAZOB,ICO,POCET_OBYVATEL_260311
4726,Hostěnice,00488151,625
4727,Hradčany,00362875,580
4728,Hrušovany u Brna,00281824,3284
4729,Hvozdec,00362948,262
4730,Chudčice,00362956,833
4731,Ivaň,00600164,704
4732,Ivančice,00281859,9571
4733,Javůrek,00377007,255
4734,Jinačovice,00281883,609
4735,Jiříkovice,00362981,843
4736,Kaly,00543942,247
4737,Kanice,00363171,787
4738,Katov,00842672,208
4739,Ketkovice,00375322,606
4740,Kobylnice,00488160,996
4741,Kovalovice,00488178,600
4742,Kratochvilka,00488186,444
4743,Křižínkov,00842681,190
4744,Kupařovice,00405493,272
4745,Kuřim,00281964,10804
4746,Kuřimská Nová Ves,00599522,128
4747,Kuřimské Jestřabí,00599531,147
4748,Lažánky,00281972,706
4749,Ledce,00488194,220
4750,Lelekovice,00281999,1765
4751,Lesní Hluboké,00637190,211
4752,Litostrov,00637556,124
4753,Loděnice,00293083,471
4754,Lomnice,00280577,1329
4755,Lomnička,00363197,493
4756,Lubné,00599565,49
4757,Lukovany,00282031,561
4758,Malešovice,00488038,514
4759,Malhostovice,00282057,915
4760,Maršov,00363278,486
4761,Medlov,00488046,682
4762,Mělčany,00282081,492
4763,Měnín,00282090,1709
4764,Modřice,00282103,4673
4765,Mokrá-Horákov,00282111,2697
4766,Moravany,00282120,2216
4767,Moravské Bránice,00488208,980
4768,Moravské Knínice,00488216,849
4769,Moutnice,00282154,1147
4770,Nebovidy,00488097,612
4771,Nedvědice,00294845,1320
4772,Nelepeč-Žernůvka,00365297,78
4773,Němčičky,00488054,329
4774,Neslovice,00282197,903
4775,Nesvačilka,00637505,315
4776,Níhov,00842699,205
4777,Nosislav,00283428,1295
4778,Nová Ves,00637530,775
4779,Nové Bránice,00488224,705
4780,Odrovice,00488062,207
4781,Ochoz u Brna,00282243,1264
4782,Ochoz u Tišnova,00600580,116
4783,Olší,00294977,291
4784,Omice,00488232,749
4785,Opatovice,00488241,990
4786,Ořechov,00282278,2457
4787,Osiky,00532134,126
4788,Oslavany,00282286,4655
4789,Ostopovice,00282294,1514
4790,Ostrovačice,00377155,654
4791,Otmarov,00488259,254
4792,Pasohlávky,00283461,717
4793,Pernštejnské Jestřabí,00599662,166
4794,Podolí,00282332,1273
4795,Pohořelice,00283509,4609
4796,Ponětovice,00365408,379
4797,Popovice,00488267,342
4798,Popůvky,00488275,1247
4799,Pozořice,00282375,2201
4800,Prace,00599247,895
4801,Pravlov,00488071,559
4802,Prštice,00282405,932
4803,Předklášteří,00365416,1451
4804,Přibice,00600211,1059
4805,Příbram na Moravě,00282413,581
4806,Přibyslavice,00637548,466
4807,Přísnotice,00488283,815
4808,Radostice,00487520,736
4809,Rajhrad,00282456,3140
4810,Rajhradice,00488291,1271
4811,Rašov,00532151,223
4812,Rebešovice,00488089,830
4813,Rohozec,00280861,229
4814,Rojetín,00599751,71
4815,Rosice,00282481,5610
4816,Rozdrojovice,00282499,867
4817,Rudka,00378542,358
4818,Řícmanice,00374903,759
4819,Říčany,00282537,1919
4820,Říčky,00636789,311
4821,Řikonín,00599794,34
4822,Senorady,00378593,416
4823,Sentice,00282545,582
4824,Silůvky,00488305,827
4825,Sivice,00488313,1023
4826,Skalička,00365432,134
4827,Skryje,00599816,52
4828,Sobotovice,00488321,497
4829,Sokolnice,00282596,2193
4830,Stanoviště,00488330,362
4831,Strhaře,00636673,124
4832,Střelice,00282618,2756
4833,Svatoslav,00282626,422
4834,Synalov,00532193,116
4835,Syrovice,00282634,1376
4836,Šerkovice,00375276,249
4837,Šlapanice,00282651,7005
4838,Štěpánovice,00365548,455
4839,Šumice,00637602,239
4840,Telnice,00282677,1448
4841,Těšany,00282693,1269
4842,Tetčice,44947917,1078
4843,Tišnov,00282707,8663
4844,Tišnovská Nová Ves,00599883,72
4845,Trboušany,00365726,330
4846,Troskotovice,00637637,653
4847,Troubsko,00282723,2142
4848,Tvarožná,00282731,1231
4849,Újezd u Brna,00282740,3231
4850,Újezd u Rosic,00488348,260
4851,Újezd u Tišnova,00599972,130
4852,Unín,00636746,218
4853,Unkovice,00488356,683
4854,Úsuší,00366005,151
4855,Velatice,00488364,635
4856,Veverská Bítýška,00282804,3076
4857,Veverské Knínice,00378640,924
4858,Viničné Šumice,00488372,1258
4859,Vlasatice,00283711,796
4860,Vohančice,00366013,171
4861,Vojkovice,00488381,1100
4862,Vranov,00282855,697
4863,Vranovice,00283720,2052
4864,Vratislávka,00599930,89
4865,Všechovice,00366072,218
4866,Vysoké Popovice,00282871,666
4867,Zakřany,00282880,735
4868,Zálesná Zhoř,49457284,78
4869,Zastávka,00488399,2495
4870,Zbraslav,00282910,1256
4871,Zbýšov,00282928,3870
4872,Zhoř,00637777,66
4873,Žabčice,00282936,1613
4874,Žatčany,00282944,777
4875,Žďárec,00295833,367
4876,Želešice,00282952,1537
4877,Železné,00366129,408
4878,Židlochovice,00282979,3554
4879,Bavory,00600148,407
4880,Boleradice,00283011,895
4881,Borkovany,00283029,766
4882,Bořetice,00283037,1312
4883,Brod nad Dyjí,00283045,485
4884,Brumovice,00042188,957
4885,Břeclav,00283061,25098
4886,Březí,00283070,1543
4887,Bulhary,00283088,791
4888,Diváky,00283100,516
4889,Dobré Pole,00283118,426
4890,Dolní Dunajovice,00283126,1721
4891,Dolní Věstonice,00283134,305
4892,Drnholec,00283142,1691
4893,Hlohovec,00283151,1302
4894,Horní Bojanovice,00283169,654
4895,Horní Věstonice,00283177,438
4896,Hrušky,00283185,1534
4897,Hustopeče,00283193,5886
4898,Jevišovka,00600172,616
4899,Kašnice,00600181,232
4900,Klentnice,00600199,536
4901,Klobouky u Brna,00283258,2372
4902,Kobylí,00283266,2111
4903,Kostice,00283274,1831
4904,Krumvíř,00283282,1154
4905,Křepice,00283291,1307
4906,Kurdějov,65269951,395
4907,Ladná,75082128,1239
4908,Lanžhot,00283321,3767
4909,Lednice,00283339,2331
4910,Mikulov,00283347,7354
4911,Milovice,00283355,424
4912,Moravská Nová Ves,00283363,2601
4913,Moravský Žižkov,00283371,1417
4914,Morkůvky,00283380,454
4915,Němčičky,00283401,608
4916,Nikolčice,00283410,798
4917,Novosedly,00283444,1152
4918,Nový Přerov,00600202,344
4919,Pavlov,00283479,557
4920,Perná,00283487,761
4921,Podivín,00283495,2906
4922,Popice,00283517,957
4923,Pouzdřany,00283533,755
4924,Přítluky,00283550,772
4925,Rakvice,00283568,2175
4926,Sedlec,00283576,854
4927,Starovice,00283584,831
4928,Starovičky,00283592,831
4929,Strachotín,00283606,790
4930,Šakvice,00283614,1364
4931,Šitbořice,00283622,1921
4932,Tvrdonice,00283631,2121
4933,Týnec,00283649,1072
4934,Uherčice,00283657,1039
4935,Valtice,00283665,3620
4936,Velké Bílovice,00283673,3867
4937,Velké Hostěrádky,00283681,463
4938,Velké Němčice,00283690,1752
4939,Velké Pavlovice,00283703,3087
4940,Vrbice,00283738,1141
4941,Zaječí,00283746,1438
4942,Archlebov,00284751,861
4943,Blatnice pod Svatým Antonínkem,00284769,2114
4944,Blatnička,00488518,454
4945,Bukovany,00284793,757
4946,Bzenec,00284807,4316
4947,Čejč,00284815,1271
4948,Čejkovice,00284823,2509
4949,Čeložnice,00488437,392
4950,Dambořice,00284840,1351
4951,Dolní Bojanovice,00284858,2975
4952,Domanín,00284866,1006
4953,Dražůvky,00488429,282
4954,Dubňany,00284882,6446
4955,Hodonín,00284891,25479
4956,Hovorany,00284904,2144
4957,Hroznová Lhota,00284912,1291
4958,Hrubá Vrbka,00284921,654
4959,Hýsly,00488453,397
4960,Javorník,00488488,723
4961,Ježov,00284955,717
4962,Josefov,00488496,411
4963,Karlín,00488470,240
4964,Kelčany,00544698,247
4965,Kněždub,00284998,1133
4966,Kostelec,00285005,851
4967,Kozojídky,00488861,507
4968,Kuželov,00544701,409
4969,Kyjov,00285030,11599
4970,Labuty,00636801,197
4971,Lipov,00285056,1518
4972,Louka,00285064,996
4973,Lovčice,00285072,790
4974,Lužice,44164343,2848
4975,Malá Vrbka,00544710,207
4976,Mikulčice,00285102,1930
4977,Milotice,00285111,1898
4978,Moravany,00285129,766
4979,Moravský Písek,00285137,2179
4980,Mouchnice,00373460,345
4981,Mutěnice,00285145,3672
4982,Násedlovice,00285153,836
4983,Nechvalín,00488445,355
4984,Nenkovice,00488852,458
4985,Nová Lhota,00285188,697
4986,Nový Poddvorov,00636797,184
4987,Ostrovánky,00636827,234
4988,Petrov,00285218,1337
4989,Prušánky,00285226,2141
4990,Radějov,00285234,803
4991,Ratíškovice,00285242,4078
4992,Rohatec,00488526,3538
4993,Skalka,00636819,170
4994,Skoronice,00488534,539
4995,Sobůlky,00285285,903
4996,Starý Poddvorov,00285293,977
4997,Stavěšice,00544680,354
4998,Strážnice,00285315,5777
4999,Strážovice,00285323,570
5000,Sudoměřice,00285331,1263
5001,Suchov,00285340,509
5002,Svatobořice-Mistřín,00285358,3560
5003,Syrovín,00488500,370
5004,Šardice,00285374,2234
5005,Tasov,00488879,550
5006,Těmice,00285404,907
5007,Terezín,00488461,406
5008,Tvarožná Lhota,00285412,905
5009,Uhřice,00285421,702
5010,Vacenovice,00285439,2180
5011,Velká nad Veličkou,00285447,2991
5012,Veselí nad Moravou,00285455,11598
5013,Věteřov,00285463,536
5014,Vlkoš,00285471,1046
5015,Vnorovy,00285480,3027
5016,Vracov,00285498,4566
5017,Vřesovice,00285501,605
5018,Žádovice,00285510,771
5019,Žarošice,00285528,1033
5020,Ždánice,00285536,2609
5021,Želetice,00285544,505
5022,Žeravice,00285552,1046
5023,Žeraviny,00488887,200
5024,Bohaté Málkovice,00368750,255
5025,Bohdalice-Pavlovice,00291641,843
5026,Bošovice,00291650,1154
5027,Brankovice,00291668,903
5028,Březina, ,2
5029,Bučovice,00291676,6469
5030,Dětkovice,00369721,271
5031,Dobročkovice,00369811,201
5032,Dražovice,00291722,857
5033,Drnovice,00291731,2349
5034,Drysice,00372030,567
5035,Habrovany,00291757,796
5036,Heršpice,00542458,710
5037,Hlubočany,00372072,524
5038,Hodějice,00291773,922
5039,Holubice,00542423,962
5040,Hostěrádky-Rešov,00372081,811
5041,Hoštice-Heroltice,00368733,574
5042,Hrušky,00372102,767
5043,Hvězdlice,00291811,589
5044,Chvalkovice,00372293,275
5045,Ivanovice na Hané,00291846,2921
5046,Ježkovice,00372480,367
5047,Kobeřice u Brna,00368717,662
5048,Kojátky,42660564,309
5049,Komořany,00291897,678
5050,Kozlany,00368695,322
5051,Kožušice,00372498,114
5052,Krásensko,00291927,405
5053,Křenovice,00291943,1849
5054,Křižanovice,00542431,763
5055,Křižanovice u Vyškova,00375349,142
5056,Kučerov,00291978,461
5057,Letonice,00291986,1413
5058,Lovčičky,00291994,582
5059,Luleč,00373184,831
5060,Lysovice,00368768,263
5061,Malínky,00373451,140
5062,Medlovice,00542415,331
5063,Milešovice,00292052,673
5064,Milonice,00368652,355
5065,Moravské Málkovice,00292079,564
5066,Mouřínov,70810877,450
5067,Němčany,00292109,720
5068,Nemochovice,00373508,270
5069,Nemojany,00292125,666
5070,Nemotice,00292133,393
5071,Nesovice,00292141,1127
5072,Nevojice,00292150,412
5073,Nížkovice,00292168,665
5074,Nové Sady,00373532,86
5075,Olšany,00368067,530
5076,Orlovice,00373541,321
5077,Otnice,00292206,1453
5078,Podbřežice,00368679,238
5079,Podivice,00373559,202
5080,Podomí,00368709,424
5081,Prusy-Boškůvky,00292222,661
5082,Pustiměř,00292231,1651
5083,Račice-Pístovice,00292249,1083
5084,Radslavice,00373567,431
5085,Rašovice,00292265,632
5086,Rostěnice-Zvonovice,61729639,509
5087,Rousínov,00292281,5316
5088,Ruprechtov,00292290,575
5089,Rybníček,48838756,268
5090,Slavkov u Brna,00292311,6227
5091,Snovídky,00373575,358
5092,Studnice,00292338,483
5093,Šaratice,00292346,1013
5094,Švábenice,00292354,1015
5095,Topolany,00368784,318
5096,Tučapy,00373583,514
5097,Uhřice,00368661,261
5098,Vážany,00373591,454
5099,Vážany nad Litavou,00368725,690
5100,Velešovice,00292419,1224
5101,Vyškov,00292427,21687
5102,Zbýšov,00542440,577
5103,Zelená Hora,00373605,243
5104,Bantice,00600113,288
5105,Běhařovice,00292478,394
5106,Bezkov,00600121,219
5107,Bítov,00292494,153
5108,Blanné,00600130,85
5109,Blížkovice,00292516,1220
5110,Bohutice,00637343,594
5111,Bojanovice,00600229,191
5112,Borotice,00637351,429
5113,Boskovštejn,00600237,142
5114,Božice,00292567,1535
5115,Břežany,00292583,897
5116,Citonice,00292591,561
5117,Ctidružice,00600245,336
5118,Čejkovice,00637378,207
5119,Čermákovice,00600253,92
5120,Černín,00600261,125
5121,Damnice,00600270,334
5122,Dobelice,00600288,268
5123,Dobřínsko,00600296,392
5124,Dobšice,45670773,2545
5125,Dolenice,00600300,144
5126,Dolní Dubňany,00292699,486
5127,Dyjákovice,00292702,823
5128,Dyjákovičky,00600318,502
5129,Dyje,00600326,418
5130,Džbánice,00600334,157
5131,Grešlové Mýto,00637386,198
5132,Havraníky,00600342,350
5133,Hevlín,00292761,1417
5134,Hluboké Mašůvky,00292770,798
5135,Hnanice,00600351,327
5136,Hodonice,00292788,1809
5137,Horní Břečkov,00600369,283
5138,Horní Dubňany,00292800,296
5139,Horní Dunajovice,00292818,647
5140,Horní Kounice,00600377,285
5141,Hostěradice,00292834,1445
5142,Hostim,00292842,410
5143,Hrabětice,00600385,900
5144,Hrádek,00292869,927
5145,Hrušovany nad Jevišovkou,00292877,3263
5146,Chvalatice,00600393,96
5147,Chvalovice,00600407,529
5148,Jamolice,00292907,441
5149,Jaroslavice,00292915,1300
5150,Jevišovice,00292923,1122
5151,Jezeřany-Maršovice,00292931,760
5152,Jiřice u Miroslavi,00292940,420
5153,Jiřice u Moravských Budějovic,00600415,65
5154,Kadov,00637394,142
5155,Korolupy,00600423,181
5156,Kravsko,00292982,539
5157,Krhovice,00600431,507
5158,Křepice,00637408,127
5159,Křídlůvky,00600440,230
5160,Kubšice,00637416,153
5161,Kuchařovice,00600458,960
5162,Kyjovice,00600466,141
5163,Lančov,00600474,225
5164,Lechovice,00637424,477
5165,Lesná,00600482,271
5166,Lesonice,00600491,189
5167,Litobratřice,00600504,500
5168,Lubnice,00636835,69
5169,Lukov,00636843,268
5170,Mackovice,00636851,375
5171,Mašovice,00293121,491
5172,Medlice,00636860,191
5173,Mikulovice,00293148,623
5174,Milíčovice,00636878,208
5175,Miroslav,00293164,2913
5176,Miroslavské Knínice,00637432,340
5177,Morašice,00637441,242
5178,Moravský Krumlov,00293199,5945
5179,Našiměřice,00637459,202
5180,Němčičky,00637467,92
5181,Nový Šaldorf-Sedlešovice,44026927,1264
5182,Olbramkostel,00636886,535
5183,Olbramovice,00293270,1060
5184,Oleksovice,00637475,684
5185,Onšov,00636894,73
5186,Oslnovice,00636908,93
5187,Pavlice,00293318,460
5188,Petrovice,00293326,353
5189,Plaveč,00637483,450
5190,Plenkovice,00636916,358
5191,Podhradí nad Dyjí,00636924,47
5192,Podmolí,00637491,164
5193,Podmyče,00637564,96
5194,Práče,00293385,796
5195,Pravice,00636932,315
5196,Prokopov,00636941,104
5197,Prosiměřice,00293415,809
5198,Přeskače,00636959,108
5199,Rešice,00636967,368
5200,Rozkoš,00636975,182
5201,Rudlice,00636983,107
5202,Rybníky,00636991,411
5203,Skalice,00293474,544
5204,Slatina,00637009,251
5205,Slup,00637017,447
5206,Stálky,00637572,136
5207,Starý Petřín,00293512,222
5208,Stošíkovice na Louce,00637581,227
5209,Strachotice,00293521,1035
5210,Střelice,00637025,162
5211,Suchohrdly,67024645,1168
5212,Suchohrdly u Miroslavi,00637599,486
5213,Šafov,00637033,171
5214,Šanov,00293571,1457
5215,Šatov,00293580,1149
5216,Štítary,00293598,660
5217,Šumná,00293610,622
5218,Tasovice,00637611,1341
5219,Tavíkovice,00293636,591
5220,Těšetice,00637629,534
5221,Trnové Pole,00637041,126
5222,Trstěnice,00293679,560
5223,Tulešice,00637050,181
5224,Tvořihráz,00637068,374
5225,Uherčice,00293709,415
5226,Újezd,00637645,81
5227,Únanov,00293725,1162
5228,Valtrovice,00637653,406
5229,Vedrovice,00293741,833
5230,Velký Karlov,00637076,437
5231,Vémyslice,00293768,683
5232,Vevčice,00637084,74
5233,Višňové,00293784,1123
5234,Vítonice,00637092,250
5235,Vracovice,00637106,198
5236,Vranov nad Dyjí,00293806,856
5237,Vranovská Ves,00637114,273
5238,Vratěnín,00637122,301
5239,Vrbovec,00293831,1156
5240,Výrovice,00637131,170
5241,Vysočany,00637149,108
5242,Zálesí,00637661,184
5243,Zblovice,00637157,44
5244,Znojmo,00293881,34097
5245,Želetice,00637165,274
5246,Žerotice,00104051,317
5247,Žerůtky,00225606,241
5248,Bělá pod Pradědem,00302333,1822
5249,Bernartice,00302325,898
5250,Bílá Voda,00302341,321
5251,Černá Voda,00302473,603
5252,Česká Ves,00636037,2487
5253,Hradec-Nová Ves,00636011,331
5254,Javorník,00302708,2964
5255,Jeseník,00302724,11890
5256,Kobylá nad Vidnavkou,70599971,424
5257,Lipová-lázně,00302929,2409
5258,Mikulovice,00303003,2718
5259,Ostružná,00636096,175
5260,Písečná,00303160,1015
5261,Skorošice,00635863,779
5262,Stará Červená Voda,00303356,688
5263,Supíkovice,00303429,705
5264,Uhelná,00636053,512
5265,Vápenná,00303526,1391
5266,Velká Kraš,00635855,789
5267,Velké Kunětice,00635952,585
5268,Vidnava,00303585,1372
5269,Vlčice,00636045,424
5270,Zlaté Hory,00296481,4070
5271,Žulová,00303682,1285
5272,Babice,00635260,448
5273,Bělkovice-Lašťany,00298654,2125
5274,Bílá Lhota,00298662,1117
5275,Bílsko,00576239,217
5276,Blatec,00635367,618
5277,Bohuňovice,00298697,2577
5278,Bouzov,00298719,1533
5279,Bukovany,00576263,595
5280,Bystročice,00298735,725
5281,Bystrovany,48770078,1017
5282,Červenka,00635740,1427
5283,Daskabát,00635359,603
5284,Dlouhá Loučka,00298794,1921
5285,Dolany,00298808,2534
5286,Doloplazy,00534927,1340
5287,Domašov nad Bystřicí,00298824,499
5288,Domašov u Šternberka,00635286,315
5289,Drahanovice,00298841,1684
5290,Dub nad Moravou,00298867,1582
5291,Dubčany,00576221,220
5292,Grygov,00298875,1466
5293,Haňovice,00635723,451
5294,Hlásnice,00635294,210
5295,Hlubočky,00298891,4361
5296,Hlušovice,00635677,773
5297,Hněvotín,00298913,1556
5298,Hnojice,00298921,603
5299,Horka nad Moravou,00298948,2318
5300,Horní Loděnice,00849499,348
5301,Hraničné Petrovice,00601144,145
5302,Huzová,00296040,615
5303,Charváty,00635715,860
5304,Cholina,00299006,736
5305,Jívová,00299031,559
5306,Komárov,48770566,165
5307,Kožušany-Tážaly,00299065,855
5308,Krčmaň,00575640,464
5309,Křelov-Břuchotín,63028255,1598
5310,Libavá,00017361,1085
5311,Liboš,00635758,611
5312,Lipina,00635278,150
5313,Lipinka,00302911,210
5314,Litovel,00299138,9930
5315,Loučany,00635651,624
5316,Loučka,00576247,196
5317,Luběnice,00635642,440
5318,Luká,00299171,809
5319,Lutín,00299189,3192
5320,Lužice,00849529,344
5321,Majetín,00299197,1117
5322,Medlov,00575666,1581
5323,Měrotín,00635341,274
5324,Mladeč,00299219,747
5325,Mladějovice,00635308,676
5326,Moravský Beroun,00296244,3181
5327,Mrsklesy,64990940,594
5328,Mutkov,48770485,53
5329,Náklo,00299251,1498
5330,Náměšť na Hané,00299260,1986
5331,Norberčany,00296252,336
5332,Nová Hradečná,00575658,810
5333,Olbramice,00635669,229
5334,Olomouc,00299308,100043
5335,Paseka,00299316,1268
5336,Pňovice,00635731,868
5337,Přáslavice,00576255,1356
5338,Příkazy,00228711,1241
5339,Řídeč,60799692,192
5340,Samotišky,48769967,1294
5341,Senice na Hané,00299421,1821
5342,Senička,00635324,349
5343,Skrbeň,00635693,1190
5344,Slatinice,00299456,1534
5345,Slavětín,00635332,203
5346,Strukov,00635634,144
5347,Střeň,47997265,583
5348,Suchonice,44936362,176
5349,Svésedlice,00576271,186
5350,Štarnov,00635685,660
5351,Štěpánov,00299511,3393
5352,Šternberk,00299529,13677
5353,Šumvald,00299537,1706
5354,Těšetice,00299545,1323
5355,Tovéř,00635626,569
5356,Troubelice,00299570,1913
5357,Tršice,00299588,1631
5358,Újezd,00299618,1375
5359,Uničov,00299634,11891
5360,Ústín,00635618,400
5361,Velká Bystřice,00299651,3065
5362,Velký Týnec,00299669,2574
5363,Velký Újezd,00299677,1267
5364,Věrovany,00635707,1367
5365,Vilémov,00635316,456
5366,Želechovice,00635766,231
5367,Žerotín,00299758,431
5368,Alojzov,00488542,231
5369,Bedihošť,00288004,1041
5370,Bílovice-Lutotín,00288012,505
5371,Biskupice,00288021,315
5372,Bohuslavice,00288039,459
5373,Bousín,00288047,143
5374,Brodek u Konice,00288055,906
5375,Brodek u Prostějova,00288063,1543
5376,Březsko,00599981,216
5377,Budětsko,00599999,416
5378,Buková,00288098,317
5379,Čehovice,00288101,523
5380,Čechy pod Kosířem,00288128,1051
5381,Čelčice,00288136,541
5382,Čelechovice na Hané,00288144,1260
5383,Dětkovice,00600008,535
5384,Dobrochov,47922311,311
5385,Dobromilice,00288187,836
5386,Doloplazy,00288195,552
5387,Drahany,00288209,545
5388,Držovice,75082144,1356
5389,Dřevnovice,00547905,473
5390,Dzbel,47922575,257
5391,Hačky,00600016,105
5392,Hluchov,00288241,359
5393,Horní Štěpánov,00288250,971
5394,Hradčany-Kobeřice,00530468,462
5395,Hrdibořice,00288276,222
5396,Hrubčice,00288284,811
5397,Hruška,47919779,253
5398,Hvozd,00288306,620
5399,Ivaň,00288314,498
5400,Jesenec,00288322,299
5401,Kladky,00288331,364
5402,Klenovice na Hané,00288349,842
5403,Klopotovice,00288357,275
5404,Konice,00288365,2884
5405,Kostelec na Hané,00288373,2895
5406,Koválovice-Osíčany,00600024,306
5407,Kralice na Hané,00288390,1485
5408,Krumsín,00288403,607
5409,Laškov,00288411,572
5410,Lešany,00288420,401
5411,Lipová,00288438,742
5412,Ludmírov,00288446,575
5413,Malé Hradisko,00288454,390
5414,Mořice,00288462,499
5415,Mostkovice,00600032,1530
5416,Myslejovice,00288489,675
5417,Němčice nad Hanou,00288497,2051
5418,Nezamyslice,00288501,1442
5419,Niva,00288519,336
5420,Obědkovice,00488569,275
5421,Ohrozim,00288543,489
5422,Ochoz,00600041,191
5423,Olšany u Prostějova,00288560,1615
5424,Ondratice,00288578,339
5425,Otaslavice,00288586,1313
5426,Otinoves,00288594,298
5427,Pavlovice u Kojetína,70891532,300
5428,Pěnčín,00288616,757
5429,Pivín,00288624,717
5430,Plumlov,00288632,2428
5431,Polomí,00600059,152
5432,Prostějov,00288659,44526
5433,Prostějovičky,00288667,279
5434,Protivanov,00288675,1036
5435,Přemyslovice,00288683,1303
5436,Ptení,00288691,1097
5437,Raková u Konice,00600067,210
5438,Rakůvka,00600075,103
5439,Rozstání,00288721,647
5440,Seloutky,00488551,496
5441,Skalka,00288748,249
5442,Skřípov,00600083,357
5443,Slatinky,00288764,575
5444,Smržice,00288772,1654
5445,Srbce,47922541,84
5446,Stařechovice,00288802,549
5447,Stínava,62858297,160
5448,Stražisko,00288829,440
5449,Suchdol,00288837,629
5450,Šubířov,00288845,244
5451,Tištín,00288853,506
5452,Tvorovice,00487872,309
5453,Určice,00288870,1365
5454,Víceměřice,00288888,623
5455,Vícov,00288896,496
5456,Vincencov,47919761,123
5457,Vitčice,00600091,167
5458,Vranovice-Kelčice,00288926,613
5459,Vrbátky,00288934,1679
5460,Vrchoslavice,00288942,618
5461,Vřesovice,00288951,497
5462,Výšovice,00288969,498
5463,Zdětín,00600105,305
5464,Želeč,00288993,551
5465,Bělotín,00301019,1820
5466,Beňov,00636126,699
5467,Bezuchov,00636118,193
5468,Bohuslávky,00636142,335
5469,Bochoř,00301051,1021
5470,Brodek u Přerova,00301078,2053
5471,Buk,00636151,341
5472,Býškovice,00636134,390
5473,Císařov,00636169,305
5474,Citov,00301116,537
5475,Čechy,00636177,333
5476,Čelechovice,00636185,112
5477,Černotín,00301141,753
5478,Dobrčice,00636193,219
5479,Dolní Nětčice,00636207,269
5480,Dolní Těšice,00636215,60
5481,Dolní Újezd,00636223,1205
5482,Domaželice,00845132,563
5483,Dřevohostice,00301213,1542
5484,Grymov,00636231,166
5485,Hlinsko,00636240,215
5486,Horní Moštěnice,00301264,1623
5487,Horní Nětčice,00636258,236
5488,Horní Těšice,00636266,155
5489,Horní Újezd,00636274,435
5490,Hrabůvka,00301299,310
5491,Hradčany,00636282,267
5492,Hranice,00301311,18933
5493,Hustopeče nad Bečvou,00301329,1744
5494,Jezernice,70040915,658
5495,Jindřichov,00301345,493
5496,Kladníky,00636291,159
5497,Klokočí,00301361,248
5498,Kojetín,00301370,6448
5499,Kokory,00301388,1151
5500,Křenovice,00636304,428
5501,Křtomil,00636312,434
5502,Lazníčky,00636321,202
5503,Lazníky,00301451,541
5504,Lhota,00636347,330
5505,Lhotka,00636339,48
5506,Lipník nad Bečvou,00301493,8261
5507,Lipová,00636363,281
5508,Líšná,00636355,249
5509,Lobodice,00301523,721
5510,Malhotice,00636371,352
5511,Měrovice nad Hanou,00636380,674
5512,Milenov,00301582,428
5513,Milotice nad Bečvou,00636398,292
5514,Nahošovice,00636401,174
5515,Nelešovice,00636410,200
5516,Oldřichov,00636428,140
5517,Olšovec,00636436,496
5518,Opatovice,00301655,789
5519,Oplocany,00636444,315
5520,Oprostovice,00636452,97
5521,Osek nad Bečvou,00301680,1198
5522,Paršovice,00636461,402
5523,Partutovice,00301701,514
5524,Pavlovice u Přerova,00301710,727
5525,Podolí,00636479,223
5526,Polkovice,00301752,510
5527,Polom,00850675,281
5528,Potštát,00301795,1198
5529,Prosenice,00301809,862
5530,Provodovice,00636487,144
5531,Přerov,00301825,45438
5532,Přestavlky,00636495,265
5533,Radíkov,00301841,147
5534,Radkova Lhota,00636509,192
5535,Radkovy,00636517,170
5536,Radotín,00636525,183
5537,Radslavice,00301884,1121
5538,Radvanice,00636533,286
5539,Rakov,00636541,397
5540,Rokytnice,00301914,1467
5541,Rouské,00636550,243
5542,Říkovice,00636568,491
5543,Skalička,00301949,556
5544,Soběchleby,00301965,600
5545,Sobíšky,00636576,155
5546,Stará Ves,00636584,626
5547,Stříbrnice,00636592,256
5548,Střítež nad Ludinou,00302023,835
5549,Sušice,00636606,328
5550,Šišma,00636614,201
5551,Špičky,00850705,296
5552,Teplice nad Bečvou,00636622,354
5553,Tovačov,00302082,2522
5554,Troubky,00302104,2092
5555,Tučín,00636631,444
5556,Turovice,00636649,220
5557,Týn nad Bečvou,00850641,850
5558,Uhřičice,00636657,604
5559,Ústí,00600849,545
5560,Veselíčko,00302198,871
5561,Věžky,00600857,207
5562,Vlkoš,00600865,706
5563,Všechovice,00302228,872
5564,Výkleky,00850659,283
5565,Zábeštní Lhota,00600873,162
5566,Zámrsky,00600881,235
5567,Žákovice,00600890,210
5568,Želatovice,00302287,572
5569,Bludov,00302368,3155
5570,Bohdíkov,00302376,1372
5571,Bohuslavice,00302384,513
5572,Bohutín,00302392,799
5573,Branná,00302406,287
5574,Bratrušov,00635847,624
5575,Brníčko,00302422,641
5576,Bušín,00302457,419
5577,Dlouhomilov,00302490,475
5578,Dolní Studénky,00635936,1291
5579,Drozdov,00853151,339
5580,Dubicko,00302538,1080
5581,Hanušovice,00302546,3373
5582,Horní Studénky,00635944,357
5583,Hoštejn,00302589,427
5584,Hraběšice,00635928,141
5585,Hrabišín,00302619,856
5586,Hrabová,00636061,583
5587,Hynčina,00302643,193
5588,Chromeč,00636100,587
5589,Jakubovice,00635979,200
5590,Janoušov,00636088,49
5591,Jedlí,00302716,692
